"","id","review"
"447","rn318351808","Over the years I've come here for travel, staying mostly up in Carmel and Fishers, but stayed downtown near the conference I attended. As with other JWs I've stayed, they are first class business hotels. This might be the best in the Midwest. If you are looking for a vacation/resort type hotel you can probably do better."
"448","rn318032688","This was well beyond the normal Marriott experience for me. The staff consistently exceeded 5-Star service, no matter how large or small the request. If satisfaction was not delivered immediately, I rarely waited 5 or 10 minutes, including an extra blanket to my room. A convention hotel (and town) with a weekend full of competing events could not possibly serve..."
"449","rn317439058","Great and efficient place to stay. Rooms were very modern design and modern amenities. Beautiful view of the city. Breakfast - lounge - bar all very accessible directly from lobby. Hotel located very close to museums and Lucas Field."
"450","rn317090688","We stayed on the 33rd floor. It offers a beautiful veiw of the city. It has a great Italian restaurant on site. Nice rooms and a comfy bed. Very comfortable and clean! Room servive was promt! Loved it."
"451","rn316872066","and we will be back. Good location, close to the zoo and easy walk to the mall, and Saffron Café (a favorite). Rooms were clean, had a nice view of the zoo and a smidgen of the ball park and the beds were comfortable. Asked for non-down pillows prior to arrival and they were waiting in the room.
Not their..."
"452","rn316826612","Checked in for valentines weekend in a standard room. I was able to call the Marriott number to speak with an agent and requested some flowers to be delivered to the room and also a late check out. I was able to get a good deal as well. I'd recommend calling for special requests like this.
Be sure to check..."
"453","rn316590942","The JW Marriott in Indianapolis did not disappoint. There's so many good things I can say about this property.
The customer service is EXCELLENT. Each person I encountered was over-the-top friendly but genuine (That is being said in a good way). Whatever screening process they use for hiring the right customer focused employees, it is working. There was a problem..."
"454","rn316406817","Stayed at this hotel for an art auction. What a stunning facility. The rooms were spacious and clean. Check in was a breeze, and every member of the staff was friendly. Food was delicious also. Parking was expensive, but the garage was nice with extra large spots- less chance of someone singing the doors. Would stay here again for sure."
"455","rn316389311","The JW Marriott in Indianapolis is perfect: Close to dining, events and shopping; modern and comfortable with a great bar and restaurant, and an absolutely world-class staff. Great views of downtown, quiet rooms and really comfortable beds. Phenomenal stay."
"456","rn316350347","It was walking distance from Lucas Oil Stadium, the zoo, Victory Field and many other buildings. The rooms were very spacious and clean. The towels were soft and high end.
The lobby's were warm and welcoming with a lounge area, many seating areas and fireplaces. The elevators were the best I've been on. Divided access to floors made smooth transitions..."
"457","rn316322254","I had high hopes for my stay at the JW Marriott. However I left feeling like it was extremely overpriced. It was basically like any other run of the mill hotel but with a high price attached. There was no free wi-fi and to purchase was outrageous. The staff was very friendly and helpful from the time I walked in..."
"458","rn316029034","The JW was a clean, upscale, modern facility. We were given a corner room on the 27th floor and our views were absolutely spectacular. As with all Marriott brands, the beds are very comfy and we slept well. The shower had three spray jets expertly located with the exact pressure needed. The concierge lounge was open over the weekend and..."
"459","rn315177404","The staff was extremely friendly and helpful. Mobile check in was easy & we were able to get into our room I the morning. This allowed us to rest for a while after traveling from Hawaii.
The hotel is close to many museums, easy walk to State Capitol & downtown shopping center. There are many eating places within walking distance...."
"460","rn314877863","Recently my National Red Hat Society Convention was held at this Marriott location. It was an excellent venue for this event. The hotel was exceptional for hosting this event. The premises were comfortable and inviting to us as visitors. The food provided for our event meals was delicious. I would highly recommend this location."
"461","rn314576881","The rooms were nice but the housekeeping was lacking. Beyond making a bed, they were not very skilled. Couldn't seem to refill coffee. Would refill bathroom items daily and as long as they had the right number thought they were set (ie 3 lotions and 1 shampoo....who needs conditioner)"
"462","rn314450608","This hotel was wonderful, the customer service was great, and the meeting space was more than adequate. The room was spacious, very clean, and had a wonderful view. The hotel restaurants were decent, with various choices, and prompt service."
"463","rn314172471","I stayed here during an EXTREMELY busy weekend, so we did not spend a whole lot of time at the hotel itself. The hotel has a great location with easy access to restaurants, entertainment, and more. The staff was exceptional as well. The bellhop was very outgoing and the valet service was quick and extremely professional. The view was amazing,..."
"464","rn313164634","Fantastic hotel - the service level is above all. The valet and front desk staff are top notch. Everyone I have come into contact with has been so nice. The JW service level really shows. My room had a great view. The hotel is so close to everything downtown and it is so easy to get around the downtown area...."
"465","rn313158309","I was very impressed with JW Marriott. The staff was super friendly and very helpful. The hotel was very clean and had everything you need and more. I thoroughly enjoyed the time I spent there. It is right across the street from Victory Field and within walking distance to anything you would want to do."
"466","rn313138133","Couldn't ask for a better location than the JW Marriott in Indy. It has the best of both worlds, conveniently located near Lucas Oil stadium and across from White River Park, where you can see and hear awesome live bands perform. We spent our day strolling in the park, walked across the bridge to the Zoo and the botanical gardens,..."
"467","rn313099303","Stayed at the JW Marriott Downtown for a conference and wouldn't mind going back! Hotel is in a great location to central to downtown attractions and restaurants.
Rooms are very clean and hotel staff was very friendly."
"468","rn313086245","Stayed here for 5 nights for a convention. Hotel is in a great location, has beautiful decor, delicious food at restaurants. If it weren't for the housekeeping I would give it a top rating. However, one night we had no housekeeping service- the beds weren't made at all and the bathroom was not cleaned. I don't believe the room was..."
"469","rn313058864","Nice location near white river state park. The rooms were clean and nice I stayed on the 22nd floor with a great end view of Victory Field and the Lucas Oil Stadium. Everything about the room was good, conference facilities on 3rd floor were good and lunch was good provided at the IAAO instructor workshop. My comment is wow be..."
"470","rn312903151","The Marriott is a very good business hotel. Location is very central
Good room, bathroom - very clean.
Fit all of my needs.
Staff is terrific, very professional
My second time staying there - Would definitely go back"
"471","rn312663933","We stayed at this hotel last year and had a wonderful experience. This stay, however, was not the same. Our check-in was fast and pleasant.The front desk staff is well trained and customer service is obviously a priority.
Our room number was 2337. I had called beforehand and requested a feather-free room due to allergies. The bedding was feather free..."
"472","rn312458224","My association held their annual international conference at this hotel in September and it was a great choice. The hotel is almost new and has beautiful facilities. Indianapolis is a surprisingly great place to stay downtown. The state capitol, museums, sports, shopping, and great restaurants are all within walking distance. I highly recommend the JW Marriott Indianapolis!"
"473","rn312164896","I stayed at this hotel for a conference and it was a wonderful experience. The staff was very customer oriented and helpful. The food was delicious and the room was exceptional. If you are travelling to downtown Indianapolis, check this out."
"474","rn311780357","I stayed here for a conference last week and it was my first time in Indy. Hotel is well located near many restaurants, NCAA Hall of Fame, Lucas Oil Stadium, Pacers arena, zoo and great walking paths. Room and hotel in general was clean, well appointed, food at conference was good; drinks were a bit expensive though. Service at check-in..."
"475","rn311450870","Skywalk will take you to the Lucas Oil Stadium should you choose to stay inside.
Close to restaurants in area.
Not too far from the airport.
Staff was great.
Rooms were great. Nice bar area in the hotel"
"476","rn310929519","Nice property but Marriott double charged me for the first night. They billed both the card I used to make the reservation and the card I used at checkout. Customer service corrected it when I discovered the mistake on my credit card statements. Also, self-parking is $37/night. It's hard to recommend a hotel that can't get the billing right."
"477","rn310918022","The Red Hat Society held their Speedway Sparkle Convention at the JW Marriott in August. The hotel is breathtaking, located in the heart of Indianapols. The entire staff could not have been nicer or more accommodating. The rooms were spacious and very well appointed. The restaurants and bar/lounge areas are very nice. The food and drinks are a bit pricey,..."
"478","rn310800245","I had booked a block of rooms for my brother's wedding. The Marriott team was so accommodating to our family and friends. Myself, my parents and the wedding couple even got a few treats and upgrades. The staff was amazing all around, and I'd highly recommend this hotel to anyone."
"479","rn310679250","I was on the sixth floor in a corner room, with views from two angles through large windows. The room is spacious and elegant, and the hotel service was lovely. We had organized a reception on the terrace, and had dinner in one of the side rooms of the restaurant. Amazing quality of food for the gathering."
"480","rn310640366","From the check-in through to the check out it was a most pleasant stay. restaurants and bars were well staffed and food/beverages came quickly. Great view from both sides of the hotel. Close to Lucas Oil Field and Victory Park. Bankers Field House is also in walking distance."
"481","rn310171209","I understand that this JW is fairly new, but the decor and carpeting already feels old and dated. Why? Just bad interior desig I guess.
It's huge convention/ business hotel, so expect it to be bustling most the time when you're in town at the same time as a big event. The staff was okay, just lacked the personal feeling...."
"482","rn309814390","We stayed here for a wedding over Labor Day weekend. Great hotel, beautifully designed. The staff was always very helpful. Request a high level floor for a beautiful view! The only bummer was they do not provide a complimentary shuttle to and from the airport. There is a bus that runs for $10 per person."
"483","rn309802638","I love the rare occasion that I enter a hotel and the staff is coming towards me asking how they can help. I don't have to flag their attention or stand waiting at the front of a line. They seemed to be a generously staffed hotel will well trained, nice people who were eager to find ways to help me...."
"484","rn309520163","We stayed here for three nights for a conference and this hotel is very nice, clean, and well-run. Our room was spotless, comfortable, and nicely decorated. The conference room was beautiful and super nice as well. There are several nice restaurants and a coffee shop inside the hotel as well as an indoor crosswalk to the mall. Highly recommended."
"485","rn309326413","This was my first trip to Indianapolisso I was attending a convention in that city
My stay at the JW Marriott was very good I have absolutely no complaints
Would highly recommend weather staying for a convention or free personal vacation. Very close to everything"
"486","rn309243462","I stayed at this property for a conference and it handles a large crowd very well. The rooms are nicely done and comfortable and we had a nice view of downtown from our room. It is close to shopping and restaurants as well as near the baseball field and a museum. This is a very large hotel-over 1000 rooms and..."
"487","rn308593249","The hotel was very nice and had great meeting space. My room was located on top floor and had a beautiful view looking over the river and park and museums. it's in a great location downtown, next to the convention center, baseball field and museums. Only a couple of blocks from the mall and plenty of eateries."
"488","rn308360067","The JW Marriott, downtown Indy, is a wonderful place to stay. The hotel is located in a beautiful area, close to everything downtown and even to the zoo. We walked everywhere, never requesting our vehicle for the places we visited downtown. The staff was very helpful and friendly. We will be staying here again!"
"489","rn306752596","A terrific city within a fine city. I cannot leave the Marriott without commending one of the most amiable, energetic, personable young interns who did all manner of wonderful things for us from the moment we so very smoothly checked in until he bade us a sad good bye as he left for his own vacation. KENNY LEE is a..."
"490","rn306507315","It takes a lot to wow me and this hotel did just that. The views, the restaurants, the excellent customer service made this business stay over a 5 star trip.
Situated across from the convention center, museum and beside Victory Field ballpark made the location ideal for the business traveler. The bar had great food with reasonable prices. Actually having..."
"491","rn306262464","My boyfriend and I stayed here last weekend to celebrate my birthday, his birthday, and our one year anniversary. Everything about our stay there was perfect. We enjoyed the pool, hot tub, love that it's close to many attractions and restaurants. The JW Marriott is in the perfect location! We'll most definitely be back!!"
"492","rn306030803","Stayed here for 6 nights during a business trip in Indianapolis. Rooms were spacious, well equipped and comfortable. iPhone docking station for an alarm clock was a nice touch.
It's a huge hotel, reception was packed when checking in but the staff were very efficient and wait was very short.
Breakfast buffet had everything you could think of and we..."
"493","rn305429310","The arrival experience was very good, employees are very friendly and competent. The room had a great view and was very roomy and comfortable. It's close to all the government offices, convention center, and sports complexes."
"494","rn304745283","Stayed here for one night while on business in Indy.
Check-in and staff: Very friendly, helpful, and efficient. Seamless.
Room: Comfortable. Well-lit. Decent outlets. Bedside alarm with newer lightning cable and USB jack, made charging my phone easy.
Bathroom: Comfortable, well-designed and equipped.
Healthclub: One of the best I've seen directly within a hotel. Huge with lots of aerobic equipment,..."
"495","rn304732735","I am presently in this hotel for a convention. As described by others, the building is nice. But the staff at check in were rude and not helpful in my opinion. Later, I tried to buy a soda from the little shop at the front desk and the lady at the counter said that she did not have change for..."
"496","rn304421797","The JW in Indy was built very recently so everything is in very good condition. The rooms are spacious with comfortable beds and well-appointed bathrooms. The front desk staff are friendly and personable - you feel welcomed upon arrival. The JW features a very sleek, modern exterior design that looks like it could be in Las Vegas. The location downtown..."
"497","rn303864139","The location was perfect! Many sites were within walking distance. We went to the White River State Park across the street from the hotel where there are sculptures, gardens, beautiful flowers and a nice place to walk around. In the same park, they have gondola rides where a gentleman sings Italian songs while he takes you down the canal. You..."
"498","rn303764921","We stayed at the JW while in town for a sporting event. It is a big hotel with a large lobby and conference areas. There is a Starbucks located in the hotel as well. The room was very nice and had a great view of the city. There was plenty of room for the 2 adults and 2 kids. The..."
"499","rn303078076","We stayed in this hotel while in Indianapolis for a wedding. The rooms were beautiful and had all the amenities we needed. The hotel is huge and the staff very friendly. It is not located super close to the city's downtown but is within walking distance of the NCAA Hall of Fame, the Colt's stadium, and a minor league baseball..."
"500","rn303039437","The hotel itself was very nice..I was there for a funvention for 4 days. Our room was spacious and had a view of the white water canal. The hotel staff was amazing..We had 800 women there and there were also the world cup gymnastics going on across the street. Not to mention several weddings there, all going on at the..."
"501","rn302967097","Highly recommend this hotel, any room you stay in. My family and I made a last minute reservation and arrived at the hotel around 10:00 pm on a Sunday after a disastrous reservation at a different hotel (see Carribean Cove). The front desk was very kind and helpful when we called and offered up an option that cost less than..."
"502","rn302825109","From the minute I walked into the JW Marriott hotel, I could tell this hotel experience was going to be a good one. I visited Indianapolis for business and was immediately greeted by a staff member at the door as soon as I arrived. Talk about service! She led me to the Check In the counter and was extremely kind..."
"503","rn302521773","There were some glitches during my stay but everything was resolved quickly by people who smiled and were friendly. The buffet breakfast is worth every cent and there isn't a bad view - loved my view of Lucas Oil from the 20th floor. Can't wait to return!"
"504","rn302307214","Let me start by saying my wife and I have both stayed at the Conrad and JW. I must say that both hotels are great, but the JW far surpasses in service. Meghan in concierge took care of our every desire. I surprised my wife with a concert at the White River State Park, and Meghan saw that Champaign and..."
"505","rn302275247","Wow, what a great place to stay! First of all the place is immaculately clean both inside and out, and everything seems very new. On top of that everything was fresh and well kept! The staff was very friendly and polite and went completely above and beyond what I could have asked for. From the first minute I walked in..."
"506","rn302195389","Chose the downtown hotel as part of the convention. Was very happy I did. The room had an excellent view of the city and was clean and comfortable. Parking rates are very high and I used the museum parking garage close by. Stop by and view the IMAX film for a discount on your parking. Ice is located on the..."
"507","rn301957118","My fiancé and I stayed here for one night it is very nice inside and out. The staff were very polite and nice to deal with. There is two restaurants and a couple bars in the hotel that we seen I'm not sure If there were more. There is parking below the hotel in a garage but it is nearly..."
"508","rn301910848","I just returned home from a weeks stay at JW Marriott for a Red Hat Society Convention. No matter where you were the staff was always there to help you with a bright smile on their face. It is conveniently located to the AAA ball field, Lucus Oil Stadium and walking distance to many other locations."
"509","rn301629739","We stayed at the JW Marriott Indianapolis in August 2015. One week prior to our scheduled stay, I was contacted by email from an associate from the hotel. She thanked me for choosing Marriott and also asked if i needed anything special for my stay. She let me know of activities and events taking place that me interest me and..."
"510","rn301274883","Staff really took care of us during a busy time for them. The National Elks Lodge was taking place and the hotel was filled with Elks. It was wonderful!! The lobby lounge bar is well run and a great place to people watch. Exec lounge was crowded but had good offering."
"511","rn300935973","Stayed here and the location is great, walking distance to Meridian Street where you can find restaurants and do some shopping, beds are very comfortable, you get a great view of Downtown Indianapolis, the baseball stadium and the surroundings. Plenty of elevators for this big and high rise Hotel, it is one the best that I have been."
"512","rn300503178","This hotel is awesome. I has everything you need. It is the center of the Marriott Campus that includes several other Marriott Brand Hotels.
I was here for a week long meeting and I love it. Whenever I come to Indianapolis I always try and get a room at the JW Marriott.
Parking is not free, but the location is..."
"513","rn300430999","Great hotel clean, everyone is helpful you just have to ask for help or where is a good place to eat. Would stay there again. Close to Ball Park museums, and more close to outstandind restaurants. Right next to Convention Center and can walk there without going outside."
"514","rn300417276","A great place to stay. Beautiful, new, modern, with an extremely comfortable bed in my room on the 21st floor. Terrific breakfast, too. My only complaint is road noise. My room faced east (towards downtown Indy), and there was significant traffic noise on the roads below. Next time I'll request a room facing west. There's a nice view with water..."
"515","rn299498963","Sophisticated, gleaming hi-rise hotel for a drive thru the midwest. Modern, large-ish rooms with TWO QUEEN beds (thank goodness) so family of 4 can sleep comfortably, for once. Lovely beds; nice bathroom. Reasonably priced, given how comfortable a family of 4 can be in one room. They do charge too much for parking, so avoid it if you aren't too..."
"516","rn298931870","Two issues I had while visiting this location this week. 1) I was on the 32nd floor and there was no ice machine on any of the floors only on the 2nd floor. So the alternative was to call down and have ice delivered. Really!!! What a waste of time and hotel resources. What Marriott needs to do is join..."
"517","rn298821040","This is one of my favorite places to stay. The staff are extra friendly and so helpful. They arranged car service for us after our event. The rooms are nice, excellent bed and my favorite comforter! It is pricey but I believe you get what you pay for. Nice bar area and an excellent Starbucks on site."
"518","rn298571030","Recently, the company I work for had an overnight division meeting at the JW Marriott in downtown Indianapolis. Our division's overall experience was excellent. I will say that the room that I stayed in was nice but nothing exceptional. Where the JW shined was with it's staff. Every member of the JW staff went out of their way to make..."
"519","rn297702735","We stayed at this hotel for the 1st time while visiting Indy to watch the Drum and Bugle Corp championships at Lucas Oil Stadium. The hotel itself was very nice, gym was well equipped and clean, fresh towels and such. The pool area was decent, surprised by only 1 pool and Jacuzzi for such a large hotel and not 24..."
"520","rn297643648","I would recommend a different hotel in downtown Indy as there are many to choose from. I was extremely disappointed with my stay on Saturday at the JW Marriott in downtown Indianapolis. The room was disgustingly covered in dust - ALL OVER THE ROOM!!! I expect a JW to have the highest of standards and have a great attention to..."
"521","rn297009691","The hotel is very well located. We had dinner at Friday's that is right next to the hotel and we went for a walk at the White River State Park which is so nice. So many attractions that we went all walking. It was nice to seat and have a coffee at Starbucks located inside the hotel. Very nice fitness..."
"522","rn296708302","I booked online for this hotel for an August conference. I booked a 2 bed queen as I would be taking my daughter to this conference with me. This was a work trip to my company paid with a company credit card which means I needed a Credit card authorization form (since I wouldn't have the actual card with me)...."
"523","rn296153146","OK, I've been to a few conferences in my career, but this one ranks at the top. From the amazing service as soon as I arrived in the lobby, to the meeting rooms, to check out time, this hotel is a great conference location. The elevators are controlled by key cards - great security feature. The restaurants, one Italian the..."
"524","rn296135455","I have stayed at the JW every year since it's opening 4.5 years ago, and they just keep getting better. I refuse to stay anywhere else while in Indy! They treat me very well, and cater to every request imaginable. The 31st floor lounge is the best I've seen among all the Marriott chain hotels I have been in, with..."
"525","rn296108153","This hotel is within walking distance to many great Indianapolis landmarks, restaurants, and parks. Loved being able to just walk out of the hotel and be to different spots without having to take a taxi. And only 15 min from the airport!!"
"526","rn296012892","I came to Indy last week for the annual GenCon at the Indiana Convention Center. JW Marriot is connected via skywalk to the convention center, so it was a cinch to go between buildings. I thought the hotel was wonderful--luxury even. It's a tall building, with 28 floors of rooms, and designed with a very modern and elegant feel to..."
"527","rn295490899","The hotel is Beautiful, Pricey but that would be ok if it was worth it -- it is NOT - we are here not and we can't even get a mini frig in our room, we are in line for one!!! No Microwave, NO free wifi (wth) have to pay for water in room, ice only on second floor, no..."
"528","rn295487392","I stayed at the JW for a business meeting. Since I live in the Indianapolis area I have never stayed at a hotel downtown. Because of my experience I may spend a weekend downtown more often. From the moment I arrived and was personally greeted at the door to check-in, the service was impeccable. My room was clean, spacious, comfortable..."
"529","rn295063454","The room and hotel amenities were high quality as one would expect at a JW Marriott. The complimentary breakfast at the concierge level was quite nice. The JW is a close walk to the heart of downtown Indy nightlife, but it felt like it was at the very edge. If you are a loyal Marriott patron, you will ignore this..."
"530","rn294952869","This place KNOWS customer service. Rooms are clean, view is awesome, food was great! I was here for five days and never got tired of the food. Staff was really friendly and the new what they were doing. This hotel connects internally to the city mall, restaurants, movies and shopping centers! I was here with snow up to my ears..."
"531","rn294405201","Stayed at the JW Marriott a few weeks back for a tradeshow in Indy. Very close to the convention center, large bar/lounge area, plus a restaurant and additional sports bar.
I found the staff friendly, rooms nice/clean and the shower was hot - I don't really ask for a lot more :)
Service was a bit slow in the hotel..."
"532","rn293850958","Attended a conference in Indianapolis and the JW served as headquarters. The hotel itself is well appointed and the views from the higher floors were amazing. It's indeed at the center of a lot of attractions all within walking distance (Lucas Oil, Victory Field, White River park, museums and zoo) just to name a few. I made great use of..."
"533","rn293807573","Excellent hotel, living up to the JW Marriott name. Staff is friendly and eager to greet/help. They are very well trained. Room was upscale and well appointed. They have a concierge lounge which has an excellent view of the skyline and many seating areas. I will be staying here again when I visit Indianapolis."
"534","rn293432999","Let's start with the positives. The building is beautiful and the customer service (Grace) was amazing at check-in. However, after 4 nights in this hotel, it is clear that is just your average hotel with the JW Marriott name. Though the hotel is only a few years old, the sound-proofing was horrible. On the 18th floor, I was still kept..."
"535","rn293160680","The Marriott complex with differing price points (JW, Marriott, Springhill and Fairfield) all connected to the convention center is ideal for large conferences (4000+) like the one I attended. The location is perfect, within walking distance to Center Circle Mall, theaters, museums, and tons of restaurant. And it practically sits on White River Park and its riverside walking trails. Pick..."
"536","rn293019780","My wife and I waited with anticipation for our 8 day trip & stay in Indianapolis for The Quadrennial Conference.This hotel is so gorgeous and picturesque,the service and front desk staff,bellman services and concierge desk is second to none ! The J W Marriott is the very best hotel that we have ever had the pleasure to stay in (..."
"537","rn292781530","Several hotels are within a small radius of the Indianapolis Convention Center. The JW, as locals call it is the most prominent and unique in terms of size, appearance, location and style. 
Arriving was simple and easy. The valet service was efficient, however, the website publishes the daily rate of the service at $42, and the valet told me the..."
"538","rn292486946","Lobby was filled with people everyday. Some waiting to check in had no class and were laying on the floor. Staff should have asked the to get up. Friendly staff. I was very happy with my room. The room service steak i ordered was very expensive and seemed to be a old piece of meat and not in a good..."
"539","rn292462720","After an 8 hr. trip,we arrived at the JW Marriott in Indianapolis. It's 6:30 p.m. We're told that our room is not ready. Their computers went down earlier that morning. The reception desk rep. apologized and offered us (as a perk), access to the executive lounge while we waited. Only issue here is that our room already came with executive..."
"540","rn292438991","This is the quintessential JW by Marriott. 2 restaurants downstairs - sports bar and nice Italian restaurant. My husband travels here on business once a month or so, and I often join him. The best part of this hotel is the location. It's within walking distance of the best of downtown Indy - Lucas Oil Stadium, The Fieldhouse where the..."
"541","rn291728034","We had several people arriving for a trade show and the rooms were not only not ready, our team wasn't able to get into their rooms until well past 9 PM. Because I arrived a day early, we had to use my room to stage our other employees without any more than a, ""Oh, we're sorry..."" and yet when the..."
"542","rn290396944","We had a fabulous experience from the minute we were met by the valet. The woman who checked us in actually walked us to the elevator when we went to our room. Of course, the place was spotless and we had plenty of plugs for our electronic devices. We had the most stunning view of the city and only wished..."
"543","rn290154514","My wife and I stayed here for two nights for a brief getaway. The hotel has a modern style and great service. The fitness room was one of the best I have ever used at a hotel. It is expensive and there seems to be a charge for everything, but you know that going in. They cater to conventions so..."
"544","rn289648868","Beautifully furnished room on the 21st floor. The view was amazing. I took my granddaughters and we were upgraded since I'm a member of the Marriott Club. It was an amazing experience for all of us. The really great part is you can walk everywhere downtown through tunnels and walkways without going outside....including the parking garage. The JW fits perfectly..."
"545","rn289592185","We stayed here four nights for International Kiwanos Convention. We have been to Indy many times but this was the best. The Executive Lounge was always serving delicious food and the staff assisted with your needs. Front desk was ready for us and guided us to our room. If in Indy you need to stay here."
"546","rn289342432","On top of the expense of the Hotel Stay, The JW Marriott nickel and dime you for every amenity they have. They charge $14.95 a night for wifi, $40 a night to self-park, refrigerators in select rooms, and lack luster services by the staff. They are friendly in their responses but only in an effort to pacify you so you..."
"547","rn289245619","My wife and I stayed at the JW Marriott for our anniversary and I was blown away with the service and the room. They put us up in a corner room with a beautiful view. The staff was wonderful and able to accommodate a couple of last minute requests so I could surprise my wife. This JW Marriott is second..."
"548","rn288372644","We are hotel snobs. I have mentioned it before in reviews. We are Marriott Platinum Medallion members because we travel so much. That being said, if we are spending the night in a hotel in our own city, we would not be anxious to spend our points on a Marriott....in our own city. Until they built the JW. This hotel..."
"549","rn288140119","Stayed there for two nights while attending a conference . The location is excellent for the convention center and other attractions down down Indianapolis. I think we got a reduced rate because of the conference so I'm not sure what the normal rate would be. However, the parking was extra and expensive. We got the room with two beds we..."
"550","rn288047412","The staff from valet, front desk, restaurants were extremely courteous and were a breath of fresh air after the long drive. The hotel was very modern, clean and comfortable. The gym, pool, and jacuzzi were a plus. I highly recommend this hotel while in Indy."
"551","rn288019722","Stayed here for a girls' weekend. Enjoyed the location very much. The room we had was spacious, clean and comfortable. The staff we encountered were very nice and a billing issue we had was quickly resolved when we checked out. The only complaint I had was I felt that the cost of parking was too high. If you're already raising..."
"552","rn288008535","This is a first class property and feels very new. It has a great location only minutes away walking to museums, the park, and the downtown restaurant area, as well as the capitol center. The room was very comfortable, and the hotel had a conference center, so there was always something going on. Stay on the upper floors and it..."
"553","rn288006737","Stayed recently for a conference for over a week. Did not get room reserved and confirmed prior to arrival (king bed with fold out couch or roll away bed for 3rd person). Bellman called housekeeping when he brought up luggage to ask for additional towels during our stay as we had 3 in the room. We had to call back..."
"554","rn287925522","My husband and I stay at the JW Marriott in Indianapolis every year for our anniversary. As always, we were extremely pleased with the stellar service, amenities and added touches to make us feel special. From the time we checked in we were treated like royalty. When staff found out it was our anniversary they arranged for strawberries, champaign and..."
"555","rn287662305","The JW Marriott Indianapolis is one of the nicer properties I've stayed at in a while. The rooms are large with comfortable beds, nice desk area for working, and large TVs with an embedded guide. The property strives to provide excellent service and is very responsive to any requests. The fitness center was large and had anything you could need,..."
"556","rn287011164","Had a 3 night stay for a convention shared with a friend. Room 1110 a double/double. The usual room amenities, coffee and tea maker, iron and ironing board but the beds and bedding are wonderful. Slept really well every night. Marriott Elite membership got access to the executive lounge where they served breakfast, snacks during the day and great hors..."
"557","rn286889937","This particular JW Marriott property is FIRST CLASS. All of their employees were sincere, friendly and attentive to our every need. From when I asked for a 3:15am wake call to the Valet that delivered my rental car at 4:15am - simply The Best! Clean, reasonably priceed, great room service and amenities. Check them out......."
"558","rn286443222","My husband and I are Indianapolis residents, but booked a night downtown for our anniversary. We booked through Priceline not sure what we were going to get and ended up at the JW Marriott. When we checked in and were asked if we were celebrating anything and told them it was our anniversary they made a phone call and got..."
"559","rn286372172","This is very much a convention hotel, it is beautifully decorated and maintained. The location can't be beat for access to Lucas Oil Stadium. That said, because it is primarily a convention hotel you will see a lot of adults (obviously) in the lobby bars and there is little that is family friendly about it. Most parents don't want to..."
"560","rn286308348","Great view of the skyline, ball field or river depending on room. We watched the fireworks from the room. Walking distance to the convention center, Victory Field, and covered access to convention center. Clean, prompt service and friendly staff."
"561","rn286241422","Our room was on the 18th floor and we had an awesome view. The hotel is in walking distance of the Colts Stadium. The hotel was very clean and everyone was very professional and well informed. The valet was very helpful and very quick and I recommend it to anyone who stays here. The hotel seems more suited towards adults..."
"562","rn285657448","We stayed for a weekend on holiday. While the trip was not perfect the staff was very accommodating. One thing I really felt all weekend was that the staff was genuinely interested in doing the best at all times.
The property is in excellent shape and everything is well kept and clean. Perfect room size and an excellent bathroom/shower.
It..."
"563","rn285604080","We booked a concierge level floor room through Orbitz. We were not given ANY information about the Executive Lounge access upon check in. We completely missed out on the benefits of this amenity (that we paid more for in the reservation). They treated us like poorly since we ""booked through a third party."" Based on the service by the front..."
"564","rn285341812","Last weekend I took my daughter to Indy for a special weekend and we stayed at the JW Marriott. The property looks like it is brand new (its not) and sparkles inside and out. I had a nice sized room on a high floor and the view was incredible. In fact, I was able to witness a fabulous sunset as..."
"565","rn285251738","This is a very nice hotel. The room had fantastic views. I stayed on the 22nd floor in a corner room that gave me views of the baseball Field, Lucas oil Stadium, and to the other side the amphitheater canals and parks. My only complaint is that the music played at the amphitheater vibrated the windows of my room making..."
"566","rn285073359","Greg and his beef sticks are amazing. We had the best service and he is an incredible bartender. We will definitely be back!! The JW Marriott is a beautiful hotel and I will be back to get a salmon BLT with a huge pickle on the side after the Ed Sheeran concert!"
"567","rn285069447","Great hotel with awesome customer service! Great scenery and breathtaking views from the room. Breakfast is outstanding! Easy walking distance to great sights and downtown activities. Parking was a little tricky, but nothing major. Starbucks on site is good. Will be staying here a lot!"
"568","rn284969215","This was a business trip and I stayed on the top floor overlooking the zoo, botanic gardens, ball fields and museums. What a gorgeous place to stay! The food at the conference was exceptional and lots of it! I truly enjoyed my stay and enjoyed touring the monument and Civil War Museum."
"569","rn284500141","Our first stay here was less than fantastic but we needed a place to stay for Zoobilation so we decided to give it another shot - I'm glad we did. Check in was simple. Service was top notch. Room was nicely furnished and very clean. Late night room service was very good. The concierge lounge is not the best at..."
"570","rn284400419","We were there for a convention and, like many other hotels in the area, this property had a series of walkways connected to the Convention Centre. It rained a couple of times so we really welcomed that. The hotel is well situated across from the ball park and the walkways take you as far as Centre Circle which is right..."
"571","rn284303583","we booked our wedding night stay and a block of rooms for family. The staff was so accommodating to allow early check in for all of us. But the room for my wife and I was full of surprises from the staff. I would hate to ruin the surprise for anyone that may consider booking here but I will tell..."
